ResponseId,sample_1,weight_complete_only,weight_complete_partials,Finished,Enter,YearsWorked,NTEE_1,NTEE_2,NTEE_3,NTEE_4,NTEE_5,NTEE_6,NTEE_7,NTEE_8,NTEE_9,NTEE_10,NTEE_11,NTEE_12,NTEE_13,NTEE_14,NTEE_15,NTEE_16,NTEE_17,NTEE_18,NTEE_19,NTEE_20,NTEE_21,NTEE_22,NTEE_23,NTEE_24,NTEE_25,NTEE_26,NTEEconf,GeoAreas_1,GeoAreas_2,GeoAreas_3,GeoAreas_4,GeoAreas_5,GeoAreas_6,GeoAreas_7,GeoAreas_8,GeoAreas_9,RuralUrban_1,RuralUrban_2,RuralUrban_3,RuralUrban_4,ProgDem_1,ProgDem_2,ProgDem_3,ProgDem_4,ProgDem_5,ProgDem_6,ProgDem_7,ProgDem_8,ProgDem_9,ProgDem_10,ProgDem_11,ProgDem_12,ProgDem_13,ProgDem_14,ProgDem_15,ProgDem_16,ProgDem_17,ProgDem_18,ProgDem_19,ProgDem_20,ProgDem_21,PeopleServed_1_1_1,PeopleServed_1_2_1,PeopleServed_2_1_1,PeopleServed_2_2_1,PeopleServed_3_1_1,PeopleServed_3_2_1,MeetDemand,ProgLocations_1,ProgLocations_2,NLocations,LocChanges,Staff_1_1_1,Staff_1_2_1,Staff_1_3_1,Staff_1_4_1,Staff_1_5_1,Staff_1_6_1,Staff_1_7_1,Staff_2_1_1,Staff_2_2_1,Staff_2_3_1,Staff_2_4_1,Staff_2_5_1,Staff_2_6_1,Staff_2_7_1,Staff_3_1_1,Staff_3_2_1,Staff_3_3_1,Staff_3_4_1,Staff_3_5_1,Staff_3_6_1,Staff_3_7_1,Staff_4_1_1,Staff_4_2_1,Staff_4_3_1,Staff_4_4_1,Staff_4_5_1,Staff_4_6_1,Staff_4_7_1,VolImportance,DonImportance,FRpercents_1,FRpercents_2,FRmajgift_1,FRchanges_1_1,FRchanges_1_2,FRchanges_1_3,FRchanges_1_4,FRchanges_1_5,FRchanges_1_6,FRchanges_1_7,FRchanges_1_8,FRchanges_1_9,FRchanges_1_10,FRchanges_1_11,FRchanges_1_12,FRchanges_2_1,FRchanges_2_2,FRchanges_2_3,FRchanges_2_4,FRchanges_2_5,FRchanges_2_6,FRchanges_2_7,FRchanges_2_8,FRchanges_2_9,FRchanges_2_10,FRchanges_2_11,FRchanges_2_12,FY,Funding1_1_1_1,Funding1_1_2_1,Funding1_1_3_1,Funding1_1_4_1,Funding1_1_5_1,Funding1_1_6_1,Funding1_1_7_1,Funding1_1_8_1,Funding1_1_9_1,Funding1_1_10_1,Funding1_2_1_1,Funding1_2_2_1,Funding1_2_3_1,Funding1_2_4_1,Funding1_2_5_1,Funding1_2_6_1,Funding1_2_7_1,Funding1_2_8_1,Funding1_2_9_1,Funding1_2_10_1,Funding2_1_1_1,Funding2_1_2_1,Funding2_1_3_1,Funding2_1_4_1,Funding2_1_5_1,Funding2_1_6_1,Funding2_1_7_1,Funding2_1_8_1,Funding2_1_9_1,Funding2_1_10_1,Funding2_1_11_1,Funding2_1_12_1,Funding2_1_13_1,Funding2_1_14_1,Finances_1_1_1,Finances_1_2_1,Finances_1_3_1,Finances_1_4_1,Finances_1_5_1,Finances_1_6_1,Finances_1_7_1,Finances_1_8_1,Finances_2_1_1,Finances_2_2_1,Finances_2_3_1,Finances_2_4_1,Finances_2_5_1,Finances_2_6_1,Finances_2_7_1,Finances_2_8_1,Finances_3_1_1,Finances_3_2_1,Finances_3_3_1,Finances_3_4_1,Finances_3_5_1,Finances_3_6_1,Finances_3_7_1,Finances_3_8_1,Finances_4_1_1,Finances_4_2_1,Finances_4_3_1,Finances_4_4_1,Finances_4_5_1,Finances_4_6_1,Finances_4_7_1,Finances_4_8_1,CEOrace,CEOgender,BCrace,BCgender,CEOBCdem_1_1,CEOBCdem_1_2,CEOBCdem_2_1,CEOBCdem_2_2,CEOBCdem_3_1,CEOBCdem_3_2,BoardStaffDEM_1_1,BoardStaffDEM_1_2,BoardStaffDEM_1_3,BoardStaffDEM_1_4,BoardStaffDEM_1_5,BoardStaffDEM_1_6,BoardStaffDEM_1_7,BoardStaffDEM_2_1,BoardStaffDEM_2_2,BoardStaffDEM_2_3,BoardStaffDEM_2_4,BoardStaffDEM_2_5,BoardStaffDEM_2_6,BoardStaffDEM_2_7,DemChange,Reserves_1_1_1,Reserves_2_1_1,Reserves_3_1_1,PPP2020,PPP2020b_1_1_1,PPP2020b_2_1_1,PPP2020b_3_1_1,PPP2021,PPP2021b_1,FinanceChanges_1,FinanceChanges_2,FinanceChanges_3,FinanceChanges_4,FinanceChanges_5,FinanceChanges_6,FinanceChanges_7,ProgChanges_1,ProgChanges_2,ProgChanges_3,ProgChanges_4,ProgChanges_5,ProgChanges_6,ProgChanges_7,ProgChanges_8,ProgChanges_9,ProgChanges_10,ProgChanges_11,ProgChanges_12,FRchanges_1,FRchanges_2,FRchanges_3,FRchanges_4,Drawing,PeopleServed_3_1,PeopleServed_3_2,Staff_4_1,Staff_4_2,Staff_4_3,Staff_4_4,Staff_4_5,Staff_4_6,Staff_4_7,Reserves_3_1,StaffChanges_1,StaffChanges_2,StaffChanges_3,StaffChanges_4,StaffChanges_5,StaffChanges_6,StaffChanges_7,StaffChanges_8,StaffChanges_9,StaffChanges_10,OpsChanges_1,OpsChanges_2,OpsChanges_3,OpsChanges_4,OpsChanges_5,OpsChanges_6,Assistance_1,Assistance_2,Assistance_3,Assistance_4,Assistance_5,Assistance_6,Assistance_7,Assistance_8,StaffChanges21_1,StaffChanges21_2,StaffChanges21_3,StaffChanges21_4,StaffChanges21_5,StaffChanges21_6,StaffChanges21_7,StaffChanges21_8,StaffChanges21_98,ExtAffairs_1_1,ExtAffairs_1_2,ExtAffairs_1_3,ExtAffairs_1_4,ExtAffairs_1_5,ExtAffairs_1_6,ExtAffairs_1_7,ExtAffairs_1_8,ExtAffairs_1_9,ExtAffairs_1_10,ExtAffairs_1_11,ExtAffairs_1_12,ExtAffairs_2_1,ExtAffairs_2_2,ExtAffairs_2_3,ExtAffairs_2_4,ExtAffairs_2_5,ExtAffairs_2_6,ExtAffairs_2_7,ExtAffairs_2_8,ExtAffairs_2_9,ExtAffairs_2_10,ExtAffairs_2_11,ExtAffairs_2_12,FullyComplete,lastsection,SizeStrata,SizeStrata1,SizeStrata2,SizeStrata3,SizeStrata4,SizeStrata5,CensusRegion9,CensusRegion4,ntmaj5,subsector,sector1,sector2,sector3,sector4,sector5,MAV_zip_rural,MAV_ziptostate_medHHinc,MAV_ziptostate_LOWinc,mav_ziptostate_medlowinc,MAV_ziptostate_MEDHIGHinc,MAV_ziptostate_HIGHinc,MAV_ziptostate_categories,mainORprog_zip_rural,MAV_Urban_Rural_Oth_NCHS_FORHP,MAV_UrbRurOthNCHSFORHP_UrbanCore,MAV_UrbRurOthNCHSFORHP_NonUrbanC,MAV_UrbRurOthNCHSFORHP_Rural,MAV_Urban_Rural_Oth_cat,mainORprog_ziptostate_LOWinc
R_3Ojh7xiO7EmUpQx,1,0.9577266576,0.9279972427,1,1,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,1,-99,1,-99,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,-99,125000,99,1250,99,,,1,1,-99,,0,10,95,30,1500,0,0,-99,3,0,9,10,0,0,-99,8,100,30,1500,0,0,-99,,,,,,,,2,4,10,90,5000,5,3,5,5,99,99,1,99,4,99,5,3,1,1,1,1,99,99,99,99,99,99,99,99,11,-99,-99,-99,1,-99,-99,1,1,1,-99,1,1,1,-99,1,1,-99,-99,-99,1,1,-99,-99,-99,-99,-99,1,-99,-99,-99,1,1,-99,-99,7951.4997148,-99,-99,-99,49002.968617,49327.18027,49593.055514,-99,0,-99,-99,-99,0,50772.924119,0,-99,6799.9414417,-99,-99,-99,25421.979407,76792.81306,48731.190675,-99,-99,1,1,1,-99,-99,-99,1,5,1,5,1,0,0,1,0,6,5,1,4,1,2,1,2,1,2,9,2,3,3,5,1,1,430724.9593,126334.74861,,1,44278.938678,44515.279363,2.5,1,71059.583899,1,1,0,0,0,1,-99,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,-99,1,-99,1,-99,-99,-99,-99,-99,-99,1,-99,1,0,0,1,1,0,1,0,1,-99,0,1,0,0,0,-99,1,1,1,0,0,0,0,-99,1,-99,-99,-99,-99,-99,1,-99,-99,4,4,2,5,1,5,2,3,1,1,1,1,4,5,4,5,4,5,1,4,1,1,1,1,1,,"$1 million-$9,999,999",0,0,0,1,0,3: East North Central,2: Midwest,HU,HU,0,0,0,1,0,0,0.9955918789,0,1,0,0,2,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_2TMfmMR06XSyOpu,0,0,0.9280035353,0,1,16,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,-99,1,-99,1,-99,-99,-99,-99,-99,-99,1,1,-99,1,2,1,0,2,1,1,2,0,2,2,0,0,0,0,2,2,2,2,2,-99,1200,-99,1500,-99,-99,1,0,-99,1,1,1,5,0,25,-99,0,2,-99,20,12,25,-99,0,2,-99,25,15,25,-99,2,3,-99,-99,-99,-99,1,-99,-99,-99,3,3,85,15,1000,5,3,3,3,98,3,3,99,3,3,3,3,4,4,4,3,98,4,3,99,3,2,1,1,1,1,1,1,1,1,-99,1,1,-99,1,1,1,1,1,1,1,1,1,-99,-99,1,1,1,1,1,-99,-99,1,-99,-99,-99,1,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,"$500,000-$999,999",0,0,1,0,0,3: East North Central,2: Midwest,OT,OT,0,0,0,0,1,0,0.7109392285,0,1,0,0,2,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_3kCj2VGVohgpeFT,0,0,1.2561891402,0,1,5,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,-99,400,-99,500,-99,-99,1,1,1,-99,,0,-99,-99,9,50,-99,1,-99,-99,-99,9,25,-99,1,-99,-99,-99,9,100,-99,2,-99,1,1,-99,-99,1,-99,-99,1,3,94,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,"<$100,000",1,0,0,0,0,3: East North Central,2: Midwest,OT,OT,0,0,0,0,1,1,0.8496850133,0,1,0,0,2,1,3-Rural,0,0,1,3-Rural,0
R_1QDxPlSXcvga664,0,0.6791529353,0.6788861504,1,1,26,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,1,-99,-99,-99,-99,-99,-99,1,1,1,-99,1,1,1,1,0,1,2,2,0,0,0,0,0,0,2,2,2,2,2,1,-99,800,0,800,0,-99,-99,1,1,-99,,1,0,10,20,100,-99,-99,-99,0,10,20,100,-99,-99,-99,0,5,20,0,-99,-99,-99,1,-99,-99,-99,1,1,-99,1,2,50,50,5000,5,5,4,3,3,3,5,3,3,3,4,99,3,3,3,3,3,3,3,3,3,3,5,99,10,1,1,-99,-99,-99,-99,1,1,1,-99,1,1,-99,-99,-99,-99,1,1,1,-99,1,-99,-99,-99,1,-99,-99,1,-99,-99,1,1,-99,-99,-99,111147.1245,-99,80837.222555,1274.8127704,9918.098894,-99,-99,-99,73658.790627,-99,72022.671176,500.57426448,9716.1076978,-99,-99,69639.085643,78011.60303,-99,39766.301567,493.1526717,10082.867749,-99,-99,-99,-99,1,-99,-99,-99,1,-99,7,5,5,1,-99,0,-99,0,-99,5,1,8,1,1,98,2,1,4,12,98,1,98,9,1,0,291442.78112,294898.70757,-99,1,15180.535534,14937.944687,10,0,,1,0,99,99,0,1,1,0,1,1,0,0,0,0,0,1,1,1,-99,0,0,0,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$100,000-$499,999",0,1,0,0,0,3: East North Central,2: Midwest,AR,AR,1,0,0,0,0,0,1.744346261,0,0,0,1,4,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_1CviEnIslI8BtF3,0,0,0.7356154969,0,1,2,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,320000000,0,320000000,0,-99,-99,1,-99,1,2,0,1,-99,20,-99,-99,4,-99,1,-99,20,-99,-99,4,-99,1,-99,20,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,2,3,0,100,-99,1,99,1,1,99,99,99,99,99,3,1,2,4,99,4,5,99,99,99,99,99,3,5,4,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,146120.81966,2366.3082505,-99,-99,-99,-99,-99,-99,172729.26585,0,-99,-99,-99,-99,-99,-99,194817.37832,2336.7942063,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,"$500,000-$999,999",0,0,1,0,0,5: South Atlantic,3: South,AR,AR,1,0,0,0,0,0,1.120429039,0,0,1,0,3,0,"1-Urban Core, Non-Rural",1,0,0,"1-Urban Core, Non-Rural",0
R_31jdQs1i3zYed9F,0,0.9555245354,1.0263536571,1,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,-99,5000,-99,750,-99,-99,1,1,1,-99,,0,6,10,38,143,-99,-99,-99,5,7,38,194,-99,-99,-99,5,8,40,200,-99,-99,-99,-99,-99,-99,-99,1,1,1,2,3,85,15,1000,3,3,3,3,98,3,3,99,3,3,3,3,5,3,4,5,98,3,4,99,3,4,5,5,1,-99,-99,-99,-99,-99,-99,1,-99,1,-99,1,-99,-99,-99,-99,-99,1,-99,1,1,1,-99,-99,-99,-99,-99,1,1,-99,1,1,1,-99,-99,123125.78438,11864.412335,-99,89822.473975,8212.3365957,13056.060729,5098.7062396,-99,129273.31395,7916.8321654,-99,107985.04412,9869.2467086,16327.148049,99422.922614,-99,126780.49957,10134.423543,-99,92299.234083,10086.19428,12911.301526,98999.152864,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,2,5,2,-99,-99,1,1,4,6,2,9,1,3,98,2,6,1,6,1,2,3,3,3,1,29730.565724,402398.58512,-99,1,90976.858306,91382.488295,13,1,-99,1,0,0,0,0,1,-99,0,1,1,0,1,99,99,0,0,1,1,-99,1,99,99,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$500,000-$999,999",0,0,1,0,0,3: East North Central,2: Midwest,HU,HU,0,0,0,1,0,1,1.0180547237,0,0,1,0,3,1,3-Rural,0,0,1,3-Rural,0
R_333WjrbJqsPn6VD,1,1.1067494855,1.181538556,1,1,7,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,0,2,1,1,1,1,1,1,0,0,0,0,0,0,2,1,1,2,2,1,-99,6000,99,2500,99,,,98,1,-99,,0,-99,-99,25,10,-99,2,-99,-99,-99,25,10,-99,2,-99,-99,-99,25,10,-99,-99,-99,,,,,,,,1,1,95,5,1000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,-99,-99,-99,-99,1,1,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,48929.539627,-99,15189.025508,9894.3373544,-99,-99,-99,-99,48553.56073,-99,14593.383031,10291.344263,-99,-99,-99,-99,48877.542516,-99,14879.105834,9863.3370464,-99,-99,-99,1,-99,1,-99,-99,1,1,-99,5,1,5,1,0,0,0,0,6,6,1,3,1,1,6,1,1,-99,-99,-99,-99,-99,-99,-99,1,80159.168037,57653.380721,,0,,,,0,,1,0,99,99,1,0,-99,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,-99,1,-99,1,1,1,-99,-99,1,-99,1,-99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,0,-99,1,99,99,99,99,99,99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,2,1,3,2,2,2,1,1,1,1,1,1,2,1,3,2,2,2,1,1,1,1,1,1,1,,"<$100,000",1,0,0,0,0,3: East North Central,2: Midwest,HU,HU,0,0,0,1,0,1,1.0065530539,0,0,1,0,3,1,3-Rural,0,0,1,3-Rural,0
R_3spljlFflEAQCcO,0,0.6183114755,0.6058576572,1,1,18,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,2,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,99,0,99,99,,,98,1,-99,,0,3,6,6,62,-99,-99,-99,3,7,3,45,-99,-99,-99,9,4,3,55,-99,-99,-99,,,,,,,,3,2,90,10,100,5,4,4,4,3,4,4,4,3,3,4,4,5,4,5,1,1,2,2,1,1,3,4,4,1,1,1,-99,-99,-99,-99,1,1,1,-99,1,1,-99,-99,-99,-99,1,1,1,-99,1,-99,-99,-99,1,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,2,4,2,-99,-99,-99,-99,6,4,3,6,98,98,98,2,1,3,8,98,98,98,7,1,98,-99,-99,,0,,,,98,,98,0,0,1,1,0,-99,0,1,1,0,1,0,0,0,0,1,1,-99,1,0,1,-99,1,1,1,-99,-99,-99,-99,1,1,1,1,1,0,1,0,0,1,0,1,0,-99,0,1,1,0,0,1,98,1,0,0,0,0,0,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,1,3,4,4,4,1,1,1,1,2,1,1,1,2,3,3,4,1,1,1,1,2,1,1,,"$100,000-$499,999",0,1,0,0,0,4: West North Central,2: Midwest,AR,AR,1,0,0,0,0,0,0.51282686,1,0,0,0,1,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",1
R_1FbNBu0YHSISpwM,0,0.9231028525,0.9219193581,1,1,16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,0,-99,-99,-99,-99,-99,-99,1,1,-99,1,1,1,-99,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2000,-99,200,-99,-99,1,1,-99,1,2,1,1,1,100,50,-99,1,-99,1,1,100,50,-99,2,-99,1,1,100,50,-99,1,-99,-99,-99,-99,-99,1,-99,-99,1,1,60,40,1000,2,2,2,1,98,3,99,99,99,2,99,99,3,3,3,99,98,3,99,99,99,3,99,99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,1,-99,-99,-99,0,-99,-99,43812.338106,-99,-99,-99,-99,0,-99,-99,44281.829037,-99,-99,-99,-99,0,-99,-99,46115.055483,-99,-99,-99,-99,1,1,1,-99,1,1,1,-99,5,2,5,2,0,0,0,0,5,6,2,8,1,1,1,1,12,1,12,1,1,6,6,12,0,0,0,0.9836425781,1,9613.0313959,9592.8981779,2,98,,99,99,99,99,-99,1,-99,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$100,000-$499,999",0,1,0,0,0,3: East North Central,2: Midwest,HU,HU,0,0,0,1,0,0,1.1706856489,0,0,1,0,3,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_2YFaM5cDferqjMo,0,1.1736466844,1.1601345538,1,1,25,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,0,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,2,2,0,0,2,1,1,0,0,0,2,0,0,2,1,1,1,1,2,-99,6000,0,6000,0,-99,-99,98,-99,1,2,0,80,8,20,-99,-99,-99,-99,80,8,20,-99,-99,-99,-99,80,8,20,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,3,4,100,0,10000,3,3,99,99,3,99,99,99,4,3,4,3,3,3,3,99,3,99,99,99,3,3,4,3,1,-99,1,1,1,-99,-99,1,1,-99,1,-99,1,1,1,-99,-99,1,1,-99,1,1,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,5,2,5,1,0,0,0,0,5,5,2,6,2,98,3,2,5,2,9,98,2,4,4,4,98,-99,-99,-99,0,,,,0,,0,0,0,1,98,98,-99,1,0,0,98,0,1,0,0,99,1,0,99,0,0,0,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$1 million-$9,999,999",0,0,0,1,0,4: West North Central,2: Midwest,OT,OT,0,0,0,0,1,1,0.7758839726,0,1,0,0,2,1,3-Rural,0,0,1,3-Rural,0
R_1PXxE1qz9vdT1WH,0,0.9577266576,0.9279972427,1,1,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,1,2,0,0,1,1,1,0,2,1,2,2,2,2,1,1,1,1,2,-99,5262,-99,5073,-99,-99,1,0,1,-99,,1,54,13,1000,500,-99,1,-99,60,15,300,50,-99,0,-99,65,20,250,100,-99,3,-99,-99,-99,-99,-99,1,-99,-99,3,2,75,25,1000,4,3,4,3,98,3,3,3,3,3,4,3,3,4,4,4,98,4,4,3,4,3,4,4,10,1,1,1,-99,-99,-99,1,1,1,1,1,1,1,-99,-99,-99,1,1,1,1,-99,-99,1,-99,1,1,1,-99,-99,-99,1,-99,-99,-99,1701108.4224,-99,-99,230980.475,74013.127025,1118810.8673,24351.178328,-99,1840672.4445,-99,-99,279955.90186,77596.964402,1133809.5941,22595.096988,-99,2114301.1518,-99,-99,384619.11662,80342.304777,972219.00933,34052.19048,-99,-99,1,1,-99,-99,-99,-99,-99,5,2,5,2,0,0,0,0,4,4,6,6,3,1,1,3,98,8,7,3,1,4,5,98,1,889941.20981,669380.28085,-99,1,586879.14205,587920.24195,50,1,404734.99557,1,0,0,0,1,0,-99,1,1,1,0,1,1,1,0,0,1,1,-99,1,0,1,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$1 million-$9,999,999",0,0,0,1,0,4: West North Central,2: Midwest,HU,HU,0,0,0,1,0,0,0.8454780579,0,1,0,0,2,0,"1-Urban Core, Non-Rural",1,0,0,"1-Urban Core, Non-Rural",0
R_25H4jaIvB0MvstP,0,0.9577266576,0.9279972427,1,1,8,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,1,1,1,99,1,1,1,99,2,2,1,2,2,0,1,99,0,2,2,-99,150,-99,100,-99,-99,1,1,1,-99,,0,16,1,0,0,0,2,-99,14,1,0,0,0,2,-99,17,1,0,0,0,2,-99,-99,-99,-99,-99,-99,-99,-99,99,4,0,0,500,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,304712.42529,-99,556014.14155,-99,-99,-99,-99,-99,917238.88936,-99,415817.32708,-99,-99,-99,-99,-99,396346.46565,-99,508668.95722,-99,-99,-99,-99,-99,-99,1,-99,1,1,1,1,-99,4,2,5,1,0,0,0,0,7,6,7,10,98,1,98,1,98,9,6,1,1,98,2,3,0,681321.39283,1401859.0958,-99,1,165881.34609,166402.64248,17,0,,0,0,0,1,1,0,99,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$1 million-$9,999,999",0,0,0,1,0,4: West North Central,2: Midwest,HU,HU,0,0,0,1,0,0,0.8839806318,0,1,0,0,2,0,"1-Urban Core, Non-Rural",1,0,0,"1-Urban Core, Non-Rural",0
